symbol,entry_idx,exit_idx,entry_price,exit_price,holding_days,trade_return_pct,max_dd_in_trade_pct,max_profit_in_trade_pct,sub_waves,is_win,entry_wave_pos,entry_dist_from_peak_pct,entry_recent_5d_ret_pct,exit_wave_pos,after_exit_max_up_pct,after_exit_max_down_pct,after_exit_5d_return_pct,after_exit_10d_return_pct,missed_profit_pct,gave_back_pct
ACB,1781,1787,14.42,14.51,6,0.62,0.0,1.66,4,True,0.96,-0.21,1.05,0.83,1.59,-0.41,0.83,-0.41,1.04,1.04
ACB,1788,1789,14.63,14.57,1,-0.41,-0.41,0.0,1,False,0.95,-0.2,0.21,0.86,1.17,-0.82,0.41,0.0,0.41,0.41
ACB,1792,1793,14.63,14.57,1,-0.41,-0.41,0.0,1,False,0.95,-0.2,0.83,0.86,1.17,-1.24,-0.21,-1.24,0.41,0.41
ACB,1794,1796,14.63,14.57,2,-0.41,-0.41,0.75,2,False,0.95,-0.2,0.41,0.73,0.62,-1.44,-0.21,-0.82,1.16,1.16
ACB,1846,1848,13.16,12.52,2,-4.86,-4.86,0.0,1,False,1.0,0.0,10.03,0.78,-0.24,-10.54,-6.39,-1.44,4.86,4.86
ACB,1865,1875,13.04,13.19,10,1.15,-0.61,6.13,5,True,0.94,-0.91,7.95,0.75,3.11,-1.74,1.14,-1.74,4.98,4.98
ACB,1876,1881,13.51,13.22,5,-2.15,-2.15,0.67,2,False,0.88,-2.38,3.37,0.68,1.51,-2.87,-1.97,0.45,2.81,2.81
ACB,1892,1907,13.4,14.66,15,9.4,0.0,15.3,8,True,0.74,-1.47,3.88,0.7,-0.41,-4.64,-2.05,-0.82,5.9,5.9
ACB,1919,1921,15.12,14.57,2,-3.64,-3.64,0.0,1,False,0.78,-2.14,7.92,0.4,2.2,-2.4,1.17,0.62,3.64,3.64
ACB,1922,1923,14.89,14.42,1,-3.16,-3.16,0.0,1,False,0.62,-3.62,2.41,0.3,3.05,-1.39,-0.42,1.25,3.16,3.16
ACB,1926,1927,14.74,14.69,1,-0.34,-0.34,0.0,1,False,0.67,-2.51,1.17,0.62,1.16,-4.02,1.16,-2.65,0.34,0.34
ACB,1932,1933,14.86,14.6,1,-1.75,-1.75,0.0,1,False,0.77,-1.72,1.16,0.54,-0.41,-3.63,-2.26,-1.44,1.75,1.75
ACB,1949,1952,14.8,14.6,3,-1.35,-1.35,0.2,3,False,0.92,-0.4,3.28,0.67,0.62,-2.6,0.21,-2.6,1.55,1.55
ACB,1982,1984,14.86,14.71,2,-1.01,-1.01,0.0,1,False,1.0,0.0,1.36,0.79,4.21,-0.34,2.11,3.06,1.01,1.01
ACB,1988,1996,14.89,15.05,8,1.07,0.0,2.96,4,True,1.0,0.0,1.02,0.62,3.79,0.73,0.93,3.79,1.88,1.88
ACB,1999,2001,15.23,15.19,2,-0.26,-0.26,0.46,2,False,0.86,-0.65,0.46,0.79,3.03,0.0,2.83,1.91,0.72,0.72
ACB,2005,2009,15.37,15.37,4,0.0,0.0,1.82,4,False,1.0,0.0,0.46,0.56,0.72,-0.91,-0.91,0.46,1.82,1.82
ACB,2026,2028,15.65,15.55,2,-0.64,-0.64,0.0,1,False,1.0,0.0,1.36,0.76,10.1,0.19,5.85,3.34,0.64,0.64
ACB,2030,2038,16.11,16.07,8,-0.25,-0.43,6.27,3,False,1.0,0.0,4.07,0.41,0.68,-4.6,-0.87,-3.67,6.52,6.52
ACB,2100,2102,16.0,15.72,2,-1.75,-1.75,0.0,1,False,1.0,0.0,5.54,0.76,4.01,-1.53,1.34,-1.53,1.75,1.75
ACB,2104,2108,15.93,15.79,4,-0.88,-0.88,2.64,2,False,0.94,-0.44,2.71,0.64,0.89,-2.91,-2.91,-0.89,3.52,3.52
ACB,2127,2158,15.97,18.07,31,13.15,0.0,15.59,12,True,1.0,0.0,1.59,0.7,8.74,1.0,8.74,7.58,2.44,2.44
ACB,2159,2170,18.25,19.16,11,4.99,0.0,7.67,6,True,0.77,-1.14,0.77,0.69,2.56,-0.94,1.83,-0.94,2.68,2.68
ACB,2172,2178,19.37,19.37,6,0.0,0.0,1.45,4,False,0.82,-1.42,0.16,0.82,0.21,-3.1,0.21,-0.36,1.45,1.45
ACB,2189,2191,19.65,19.3,2,-1.78,-1.78,0.56,2,False,1.0,0.0,2.77,0.54,3.63,-1.3,3.47,-1.3,2.34,2.34
ACB,2192,2198,19.62,19.65,6,0.15,0.0,1.94,2,True,0.86,-0.71,4.14,0.72,0.0,-4.48,-3.21,-4.48,1.78,1.78
ACB,2221,2238,19.44,20.47,17,5.3,0.0,7.05,10,True,0.79,-1.07,0.73,0.77,1.22,-1.42,-1.42,0.2,1.75,1.75
ACB,2241,2242,20.55,20.39,1,-0.78,-0.78,0.0,1,False,0.81,-1.25,-0.24,0.69,1.62,-1.23,0.59,-1.23,0.78,0.78
ACB,2245,2251,20.72,20.51,6,-1.01,-1.01,0.0,3,False,0.92,-0.43,1.87,0.52,-1.02,-3.07,-3.07,-1.02,1.01,1.01
ACB,2270,2273,20.72,20.05,3,-3.23,-3.23,1.21,2,False,1.0,0.0,2.68,0.16,2.29,-3.34,0.65,-2.09,4.44,4.44
ACB,2296,2300,20.43,20.43,4,0.0,0.0,0.83,4,False,0.93,-0.39,1.9,0.86,4.89,-1.22,-1.22,4.89,0.83,0.83
ACB,2306,2317,20.47,21.47,11,4.89,0.0,6.11,4,True,0.87,-0.63,1.04,0.84,2.14,-1.16,1.96,1.77,1.22,1.22
ACB,2321,2326,21.93,21.51,5,-1.92,-1.92,0.0,1,False,1.0,0.0,1.72,0.71,1.58,-3.3,-1.35,-2.51,1.92,1.92
ACB,2327,2329,21.85,21.56,2,-1.33,-1.33,0.0,1,False,0.94,-0.36,-0.18,0.48,-1.58,-4.08,-2.55,-4.08,1.33,1.33
ACB,2362,2367,21.47,21.14,5,-1.54,-1.54,0.0,3,False,1.0,0.0,2.19,0.72,0.99,-1.99,-1.99,0.99,1.54,1.54
ACB,2377,2382,21.35,20.97,5,-1.78,-1.78,0.98,3,False,0.84,-0.56,3.04,0.3,-0.38,-1.76,-1.57,-0.57,2.76,2.76
ACB,2401,2426,21.31,21.81,25,2.35,0.0,4.5,10,True,0.9,-0.37,0.8,0.42,0.96,-0.41,0.55,-0.41,2.16,2.16
ACB,2431,2432,21.93,21.81,1,-0.55,-0.55,0.0,1,False,0.42,-1.53,0.55,0.22,0.96,-8.85,-0.6,-8.85,0.55,0.55
ACB,2433,2435,22.02,21.85,2,-0.77,-0.77,0.0,1,False,0.58,-1.12,0.59,0.29,-0.41,-16.66,-0.78,-5.95,0.77,0.77
ACB,2447,2457,21.26,21.1,10,-0.75,-0.75,1.6,5,False,0.8,-3.45,6.94,0.81,0.71,-0.71,-0.47,-0.24,2.35,2.35
ACB,2468,2475,21.3,21.25,7,-0.23,-0.47,0.7,3,False,0.54,-1.39,1.67,0.6,5.65,-0.24,0.24,5.65,0.94,0.94
ACB,2478,2479,21.3,21.3,1,0.0,0.0,0.0,0,False,0.7,-0.7,-0.23,0.7,7.98,0.0,5.4,7.98,0.0,0.0
ACB,2480,2490,21.3,22.75,10,6.81,0.0,7.98,2,True,0.7,-0.7,0.24,0.86,7.69,1.1,3.08,7.69,1.17,1.17
ACB,2491,2492,23.0,23.0,1,0.0,0.0,0.0,0,False,1.0,0.0,1.55,1.0,15.43,0.0,5.43,15.43,0.0,0.0
ACB,2494,2508,23.3,26.2,14,12.45,0.0,26.39,6,True,1.0,0.0,1.3,0.51,6.11,1.34,4.96,1.34,13.95,13.95
ACB,2509,2511,27.35,27.55,2,0.73,0.0,1.1,2,True,0.69,-7.13,-3.87,0.71,0.91,-4.9,-3.63,-4.17,0.37,0.37
ACB,2512,2515,27.8,27.15,3,-2.34,-2.34,0.0,3,False,0.74,-5.6,-0.18,0.62,-2.21,-6.63,-3.13,-6.63,2.34,2.34
ACB,2538,2542,26.75,26.3,4,-1.68,-1.68,0.75,2,False,0.97,-0.19,3.68,0.64,0.0,-5.7,-4.94,-3.42,2.43,2.43
ACG,278,301,30.45,35.13,23,15.37,0.0,23.35,10,True,0.61,-5.76,6.51,0.63,1.85,-6.89,-0.68,-5.49,7.98,7.98
ACG,304,306,35.78,34.89,2,-2.49,-2.49,0.0,1,False,0.73,-4.74,3.02,0.54,-3.47,-6.25,-4.84,-3.93,2.49,2.49
ACG,316,318,33.52,32.95,2,-1.7,-1.7,0.0,1,False,0.22,-7.79,0.96,0.08,0.12,-2.43,-1.21,-1.94,1.7,1.7
ACG,338,340,32.31,31.86,2,-1.39,-1.39,0.5,2,False,0.54,-2.06,1.03,0.26,11.3,0.13,3.42,9.26,1.89,1.89
ACG,345,374,32.95,37.21,29,12.93,0.0,15.63,12,True,1.0,0.0,3.42,0.76,11.31,-0.48,10.83,5.78,2.7,2.7
ACG,376,386,39.58,38.87,10,-1.79,-2.6,4.65,4,False,1.0,0.0,4.63,0.42,3.45,-0.93,1.13,-0.93,6.44,6.44
ACG,392,394,40.21,38.55,2,-4.13,-4.13,0.0,1,False,0.72,-2.92,3.34,0.35,1.17,-3.24,-0.7,-0.47,4.13,4.13
ACG,436,437,35.43,34.51,1,-2.6,-2.6,0.0,1,False,0.42,-5.34,3.48,0.15,9.27,-2.12,1.48,9.27,2.6,2.6
ACG,442,457,35.02,37.44,15,6.91,0.0,10.82,6,True,0.44,-4.37,1.48,0.73,-0.13,-2.56,-1.84,-2.56,3.91,3.91
ACG,491,494,36.98,36.43,3,-1.49,-1.49,0.0,1,False,1.0,0.0,5.21,0.84,9.03,0.77,3.13,9.03,1.49,1.49
ACG,495,522,36.84,43.81,27,18.92,-0.35,27.14,11,True,0.96,-0.38,2.42,0.66,3.81,-2.56,-0.11,0.64,8.22,8.22
ACG,524,525,45.48,44.78,1,-1.54,-1.54,0.0,1,False,0.82,-2.9,-2.9,0.73,0.74,-3.22,0.74,-0.71,1.54,1.54
ACG,618,619,39.12,38.75,1,-0.95,-0.95,0.0,1,False,1.0,0.0,1.32,0.73,-0.13,-2.94,-1.24,-2.32,0.95,0.95
ACG,640,644,39.08,38.6,4,-1.23,-1.23,1.07,4,False,1.0,0.0,2.22,0.52,4.53,2.33,3.45,2.46,2.3,2.3
ACG,645,650,39.74,39.5,5,-0.6,-0.6,1.53,4,False,1.0,0.0,1.69,0.65,1.32,-1.8,0.13,0.61,2.14,2.14
ACG,651,654,40.02,39.55,3,-1.17,-1.17,0.0,1,False,0.84,-0.82,-0.82,0.62,0.48,-1.92,-1.19,0.48,1.17,1.17
ACG,759,762,36.15,34.1,3,-5.67,-5.67,0.0,3,False,1.0,0.0,2.67,0.0,6.74,2.79,6.3,6.3,5.67,5.67
