model,feature_set,window,train_size,test_size,time_sec,accuracy,balanced_accuracy,precision,recall,f1,f1_macro,cohen_kappa,mcc,hit_rate_buy,avg_return_when_buy,avg_return_when_avoid,buy_signal_ratio,n_buy_signals,n_total
xgboost,technical,train_2020-2023_test_2024,3049,1117,1.31,0.7421665174574754,0.7333106941982072,0.7409655215443747,0.7421665174574754,0.74077769602232,0.7376646054623327,0.5865244097585052,0.5872336688517408,0.7098214285714286,0.0014938015200076948,0.0,0.40107430617726053,448,1117
random_forest,technical,train_2020-2023_test_2024,3049,1117,0.33,0.7332139659803044,0.7367910937054384,0.7328282190979455,0.7332139659803044,0.7289294677938338,0.7329638376977491,0.574649103975629,0.5789344666296705,0.7473684210526316,0.01013977782353629,-0.00704560227978189,0.1700984780662489,190,1117
lightgbm,technical,train_2020-2023_test_2024,3049,1117,0.57,0.729632945389436,0.7315086778451071,0.728289511175983,0.729632945389436,0.7284111173461454,0.7303849074213414,0.5687016068816677,0.5692723677701039,0.7368421052631579,0.010718428833227562,-0.007741172939868559,0.1700984780662489,190,1117
random_forest,technical,train_2017-2020_test_2021,578,840,0.28,0.736904761904762,0.7286248636683993,0.7346831526107342,0.736904761904762,0.7341359706228511,0.7265743877988776,0.5749912429514346,0.5767532820895753,0.7668393782383419,0.01141137687713383,-0.009956647116941244,0.4595238095238095,386,840
xgboost,minimal,train_2021-2024_test_2025,4040,1245,0.77,0.7172690763052209,0.7210771504852568,0.7211444437645427,0.7172690763052209,0.7183453044497239,0.725524409759846,0.568251766439811,0.5690519551958125,0.6441605839416058,-0.0008561654752842909,0.0,0.44016064257028115,548,1245
lightgbm,minimal,train_2016-2019_test_2020,335,318,0.18,0.720125786163522,0.7149811729140394,0.7759570620336543,0.720125786163522,0.7291588861586484,0.7229731798051483,0.5736559058795173,0.5911955261960691,0.8947368421052632,0.02971178808436324,-0.01569367880684432,0.1792452830188679,57,318
random_forest,minimal,train_2019-2022_test_2023,2418,996,0.3,0.7168674698795181,0.7311319155067425,0.7184522913760989,0.7168674698795181,0.7142483036426068,0.7228760342162802,0.5676544338694707,0.5700970954479748,0.7647058823529411,0.011240660900971979,-0.008676844374004566,0.2560240963855422,255,996
random_forest,minimal,train_2020-2023_test_2024,3164,1194,0.31,0.7244556113902848,0.724278710450376,0.7230072017952172,0.7244556113902848,0.7199299439791967,0.7227484528542276,0.5620097604704293,0.5659431606776776,0.7463414634146341,0.012512313523961883,-0.007854240942575062,0.17169179229480738,205,1194
lightgbm,minimal,train_2019-2022_test_2023,2418,996,0.42,0.713855421686747,0.7209568264862448,0.7179545028079916,0.713855421686747,0.7125590487577312,0.7189772219902966,0.5596857956554921,0.5618202591717125,0.7833333333333333,0.01153808426528214,-0.008011532058346838,0.24096385542168675,240,996
lightgbm,minimal,train_2017-2020_test_2021,653,854,0.34,0.7271662763466042,0.7549372496620412,0.7391885190246147,0.7271662763466042,0.7268025025362749,0.7184523192199318,0.5724054049407761,0.5772262847328908,0.8153409090909091,0.016740227610813105,-0.008890690629145983,0.41217798594847777,352,854
xgboost,minimal,train_2019-2022_test_2023,2418,996,0.69,0.7128514056224899,0.7213841600181335,0.7168684187462951,0.7128514056224899,0.7110497287972865,0.7180459338398236,0.5586378722098785,0.5610700059197014,0.6742081447963801,0.0014313995983157345,0.0,0.44377510040160645,442,996
xgboost,minimal,train_2020-2023_test_2024,3164,1194,0.73,0.7160804020100503,0.7066469055021253,0.7158244972306761,0.7160804020100503,0.7144671467536998,0.7145193717038616,0.5454952754711897,0.5466037726741154,0.6708860759493671,0.0028477185542878326,0.0,0.3969849246231156,474,1194
lightgbm,technical,train_2016-2019_test_2020,284,294,0.2,0.7210884353741497,0.706541800799922,0.7917811515589038,0.7210884353741497,0.7305470268230558,0.7127293271700051,0.5709709567198178,0.5914002637842898,0.9534883720930233,0.03761466766430006,-0.013837890115471223,0.14625850340136054,43,294
logistic_regression,technical,train_2021-2024_test_2025,3872,1183,1.05,0.7066779374471682,0.7241383087483569,0.7050596532412255,0.7066779374471682,0.702444509376793,0.7126219098923056,0.5593222704348368,0.5622069613203278,0.6990049751243781,0.01060913938406117,-0.008658018131897227,0.33981403212172445,402,1183
lightgbm,minimal,train_2021-2024_test_2025,4040,1245,0.48,0.702008032128514,0.7065352120407998,0.7054811050864229,0.702008032128514,0.7029079805377185,0.7104329754805755,0.5451215008493981,0.5458684771010522,0.7959770114942529,0.012631731748191155,-0.008128253416677096,0.27951807228915665,348,1245
xgboost,minimal,train_2016-2019_test_2020,335,318,0.66,0.7169811320754716,0.6957217944016625,0.7765074285243551,0.7169811320754716,0.7208298218609759,0.7051187400024609,0.5641181845872678,0.582643845303333,0.5364238410596026,0.005060583661124623,0.0,0.4748427672955975,151,318
random_forest,minimal,train_2017-2020_test_2021,653,854,0.3,0.7142857142857143,0.7336915264930651,0.7187442410831645,0.7142857142857143,0.7085584879380413,0.7035401397340908,0.548222601878431,0.5547880822250543,0.7638190954773869,0.01312936924597532,-0.009799743617521972,0.46604215456674475,398,854
logistic_regression,minimal,train_2021-2024_test_2025,4040,1245,0.09,0.6971887550200804,0.7141922516654605,0.6941949874162856,0.6971887550200804,0.692812223007739,0.7033812307757913,0.5445282546484581,0.5468835508702943,0.7156398104265402,0.01040543629254528,-0.007989139609689519,0.3389558232931727,422,1245
logistic_regression,technical,train_2018-2021_test_2022,1418,945,0.14,0.7174603174603175,0.7012654462199478,0.7145223792994733,0.7174603174603175,0.7150795073202817,0.7009504923787463,0.5373677551843634,0.5383233541597132,0.6616541353383458,0.008639614215142564,-0.014647319640006248,0.14074074074074075,133,945
lightgbm,minimal,train_2020-2023_test_2024,3164,1194,0.43,0.7026800670016751,0.6976045819855098,0.7006590837228163,0.7026800670016751,0.7004029584117654,0.7003606393732015,0.5261412152168736,0.5273173390875691,0.7258883248730964,0.011419293496809237,-0.007785411166025985,0.16499162479061977,197,1194
logistic_regression,technical,train_2019-2022_test_2023,2279,970,0.86,0.6855670103092784,0.7031966919581908,0.6846373847962192,0.6855670103092784,0.6829469938141016,0.6941262171682672,0.521935848751717,0.5237871019486251,0.6779141104294478,0.009051176544102608,-0.007467989423994911,0.33608247422680415,326,970
logistic_regression,minimal,train_2019-2022_test_2023,2418,996,0.03,0.6757028112449799,0.6950575503351283,0.6737090435841885,0.6757028112449799,0.6725872478197557,0.6841567816503472,0.5078140418676593,0.5096114529516959,0.6990595611285266,0.010254231318896941,-0.007137668458510615,0.32028112449799195,319,996
random_forest,minimal,train_2016-2019_test_2020,335,318,0.26,0.720125786163522,0.7149149874337027,0.7114464745375899,0.720125786163522,0.6888538950279312,0.6808190874394402,0.5696298774368176,0.5889909522421801,0.6875,0.021524913743899626,-0.009957583506162224,0.3522012578616352,112,318
logistic_regression,minimal,train_2016-2019_test_2020,335,318,0.02,0.7075471698113207,0.7099591259939002,0.7134286556603773,0.7075471698113207,0.6901311230454013,0.6757201631420666,0.559412430725225,0.5767940439324064,0.6,0.016632340062831635,-0.010717126327428241,0.4088050314465409,130,318
logistic_regression,minimal,train_2018-2021_test_2022,1507,996,0.03,0.7028112449799196,0.6839227729498005,0.7064819512463536,0.7028112449799196,0.6860835838511595,0.6717383311301921,0.5111218713000335,0.5301298994441527,0.6258992805755396,0.012184676795167524,-0.011774065466281427,0.1395582329317269,139,996
logistic_regression,minimal,train_2020-2023_test_2024,3164,1194,0.04,0.6641541038525963,0.680819475382001,0.6603880246334944,0.6641541038525963,0.656530244375805,0.6650898377470833,0.4722660658860046,0.4771700670421992,0.6570247933884298,0.011949518256036464,-0.007350283039873119,0.20268006700167504,242,1194
logistic_regression,technical,train_2020-2023_test_2024,3049,1117,1.0,0.6687555953446732,0.6738221034402665,0.6655440573360079,0.6687555953446732,0.661951416968339,0.6592941239039242,0.47667719331123326,0.48118360116828474,0.6064814814814815,0.009931520629270472,-0.005766411732557979,0.19337511190689347,216,1117
logistic_regression,technical,train_2016-2019_test_2020,284,294,0.03,0.6156462585034014,0.6482040776509609,0.7857030995229752,0.6156462585034014,0.6250032881957774,0.6354079360038524,0.4341435165471548,0.5020732893575623,0.9777777777777777,0.04309363968523862,-0.017939109878067055,0.15306122448979592,45,294
logistic_regression,minimal,train_2017-2020_test_2021,653,854,0.02,0.6159250585480094,0.5372361984872288,0.6799698368492281,0.6159250585480094,0.5997799462702987,0.5490059892570992,0.3496415171440246,0.3894506403267561,0.8476190476190476,0.01830750628822907,-0.02987772785797314,0.2459016393442623,210,854
logistic_regression,technical,train_2017-2020_test_2021,578,840,0.04,0.5869047619047619,0.5152769340261899,0.6070661649339867,0.5869047619047619,0.5756265838605766,0.5327224465342595,0.30053920968705683,0.30571765822699787,0.6449864498644986,0.009870649132431674,-0.010702702095513716,0.4392857142857143,369,840
