timestamp,trend,entry_score,wp,dp,rs,vs,bs,bb,ret5,ret20,ret60,drop20,dist_sma20,breakout,vshape_raw,choppy_regime,ret5_hot,dp_floor,is_real_entry
2018-09-05 06:00:00+00:00,moderate,3,0.06498194945848228,0.0273379776229681,-38.96055551578515,1.3764028664291028,1.0,0.9166666666666666,-0.01568831168831175,-0.01548373688039073,0.0009508716323296529,-0.025709584533113894,-0.015391650471310858,False,False,False,0.06,0.02,False
2018-09-05 07:00:00+00:00,weak,3,0.10942249240121657,0.03103813559322029,-29.300051466804014,1.3332725345128307,1.0,1.0,-0.012552301255230103,-0.018711018711018657,-0.0031678986272439813,-0.02920608802961744,-0.018006678386784714,False,False,False,0.06,0.02,False
2018-09-06 02:00:00+00:00,weak,3,0.09118541033434657,0.03169387322450708,-25.08554572271393,1.2455303488380773,1.0,1.0,-0.009553805774278223,-0.01892678868552422,-0.002221047065045001,-0.0298231180584122,-0.017700957934194128,False,False,False,0.06,0.02,False
2018-09-06 03:00:00+00:00,weak,3,0.12765957446808657,0.030383230997247438,-26.606290778069862,1.251236388915904,1.0,1.0,-0.009230123767568599,-0.01767886855241263,-0.0029554570403208524,-0.028589058000822676,-0.015580219894742231,False,False,False,0.06,0.02,False
2018-09-06 04:00:00+00:00,weak,4,0.11550151975684106,0.030819741580173594,-20.08180287112023,1.2215771529335642,1.0,1.0,-0.006105263157894725,-0.020031136481577505,-0.006732589943193701,-0.029000411353352407,-0.015006493946806976,False,False,False,0.06,0.02,False
2018-09-06 06:00:00+00:00,weak,4,0.0026455026455032503,0.04029499786233426,-5.254356710037911,1.2241571690443933,1.0,1.0,-0.012455140384209362,-0.030164818078159072,-0.011516111991547784,-0.03784450843274367,-0.022494332013414997,False,False,False,0.06,0.02,False
2018-09-06 07:00:00+00:00,weak,3,0.03258145363408694,0.04129667272921783,-4.322087043772598,1.2187967133194506,1.0,1.0,-0.009851694915254172,-0.036888201957753664,-0.010899470899470853,-0.03877005347593576,-0.02160487365754582,False,False,False,0.06,0.02,False
2018-09-07 02:00:00+00:00,weak,4,0.037593984962406034,0.04107391164830461,-3.244837758112169,1.2233956752294162,1.0,1.0,-0.009009963960144196,-0.03628491908050724,-0.012046919581528037,-0.03856437679967095,-0.019589337024686126,False,False,False,0.06,0.02,False
2018-09-07 03:00:00+00:00,weak,4,0.0,0.04386529386529384,0.06660823838717533,1.2017877814677187,1.0,1.0,-0.012915519796739439,-0.03866377977111046,-0.01635193585821293,-0.0411353352529823,-0.020284647028228187,False,False,False,0.06,0.02,False
2018-09-07 04:00:00+00:00,weak,3,0.02631578947368478,0.043688278231000355,-1.6292348686715457,1.2003716991402202,1.0,0.9833333333333333,-0.013344630374920619,-0.04195804195804187,-0.01667722187038201,-0.038596491228070184,-0.019022497406980254,False,False,False,0.06,0.02,False
2018-09-07 06:00:00+00:00,weak,5,0.2762148337595895,0.030064803994475798,24.130961107038843,1.1753141625854733,0.0,0.9333333333333333,0.006092347156904543,-0.02858617131062957,-0.009262182928112872,-0.025266645956301237,-0.007360695153330266,False,False,False,0.06,0.02,False
2018-09-07 07:00:00+00:00,weak,5,0.3682719546742214,0.023635400105988292,31.245225362872418,1.1484134339173793,0.0,0.9,0.009414785492671385,-0.02298850574712652,-0.015649452269170583,-0.022887323943661997,-0.0038747004233665727,False,False,False,0.06,0.02,False
2018-09-10 02:00:00+00:00,weak,4,0.35410764872521294,0.024178154825026464,28.276329426772108,1.09527370668042,0.0,0.8666666666666667,0.008664028238314359,-0.023405136702568385,-0.016684045881126153,-0.021378165213781664,-0.0032133947824616316,False,False,False,0.06,0.02,False
2018-09-10 03:00:00+00:00,weak,4,0.39660056657223847,0.022551614610905192,34.73667073667095,1.0376857944416347,2.0,0.8333333333333334,0.012977262977263093,-0.019821502698215032,-0.015735723218007536,-0.018701298701298663,-0.0006189919425236834,False,False,False,0.06,0.02,False
2018-09-10 04:00:00+00:00,weak,4,0.36260623229461675,0.023852432948160713,37.43804070715096,0.9908746814041643,2.0,0.8,0.012559038213825646,-0.019642485969653012,-0.014109531772575234,-0.019948051948052048,-0.0008896985616539954,False,False,False,0.06,0.02,False
2018-09-10 06:00:00+00:00,weak,4,0.17125382262996988,0.02894989851511593,8.458914728682316,0.9106648484466017,0.0,0.7666666666666667,-0.005524274938914164,-0.027428571428571358,-0.023064078480484307,-0.020815899581589914,-0.007127553509683748,False,False,False,0.06,0.02,False
2018-09-10 07:00:00+00:00,weak,3,0.2384937238493745,0.019440290536210138,2.3023558317677058,0.9172930684288036,1.0,0.7333333333333333,-0.007737148913619429,-0.02071129707112962,-0.02173458725182853,-0.018040696454793337,-0.0059777242177462275,False,False,False,0.06,0.02,False
2018-09-11 02:00:00+00:00,weak,3,0.31380753138075346,0.017484008528784623,5.277458309373145,0.9329917005514399,1.0,0.6666666666666666,-0.005302226935312793,-0.01522309711286085,-0.021999791471170926,-0.016152716593245242,-0.00329931304158404,False,False,False,0.06,0.02,False
2018-09-11 03:00:00+00:00,moderate,3,0.506493506493508,0.012099341965612373,5.419298897559784,0.9619685086773534,1.0,0.55,-0.002435150873478009,-0.011747430249632873,-0.015773529719001256,-0.008210526315789446,0.001759618093764903,False,False,False,0.06,0.02,False
2018-09-11 04:00:00+00:00,moderate,3,0.6431924882629143,0.008049142130904373,18.439407892493072,1.0194937191749094,2.0,0.55,0.0009540973179265055,-0.006105263157894725,-0.015638031693077536,-0.003377665188938117,0.0041956703234762305,False,False,False,0.06,0.02,False
2018-09-11 06:00:00+00:00,moderate,2,0.8620689655172425,0.00253833950290849,25.87424242424244,0.9544185739218527,3.0,0.5166666666666667,0.010041662215575231,-0.0020054887059319793,-0.017764388115520502,0.0,0.005679884275016978,False,False,False,0.06,0.02,False
2018-09-11 07:00:00+00:00,moderate,2,1.0,0.0,31.091232077147602,0.9334007197085815,3.0,0.6333333333333333,0.01805169835505227,0.009639830508474612,-0.007807620237351709,0.0,0.01327323081175602,False,False,False,0.06,0.02,False
2018-09-12 02:00:00+00:00,moderate,2,0.9784946236559131,0.0006264355815410553,37.124810030395295,0.9807900321763539,3.0,0.7333333333333333,0.02110874200426438,0.01526393894424416,-0.0014595496246873063,0.0,0.017491116340091484,False,False,False,0.06,0.02,False
2018-09-12 03:00:00+00:00,moderate,2,0.9217687074829947,0.0024018379281536702,31.82722364308055,0.9517249679953608,2.0,0.7666666666666667,0.01634472511144125,0.013762439127673165,0.00041788549937304964,-0.00020881186051358025,0.016576697081163827,False,False,False,0.06,0.02,False
2018-09-12 04:00:00+00:00,moderate,2,0.8435374149659856,0.004815241285460089,6.665417291354252,0.937961611364082,2.0,0.8,0.011755983901715616,0.011755983901715616,-0.003754301804150595,-0.002610148256420919,0.013537886986228598,False,False,False,0.06,0.02,False
2018-09-12 06:00:00+00:00,moderate,2,0.86996904024768,0.004381389526392584,4.5799352362677155,1.0360186516374847,1.0,0.8,0.013855103120042234,0.024583155194527473,-0.0014583333333333393,0.0,0.015799679979654258,False,False,False,0.06,0.02,False
